user_id,event_sequence,first_event_type,last_event_before_first_payment,steps_before_first_payment,total_payment_success,pre_payment_mod_repeat
55ff421e-0ac4-4fe0-a4de-0dc899acf8f7,"['login', 'logout', 'feature_click', 'trial_extension', 'logout', 'payment_success', 'checkout_start', 'checkout_start', 'login', 'trial_extension', 'login', 'payment_success', 'trial_extension', 'trial_extension', 'checkout_start', 'feature_click', 'login', 'login', 'trial_extension', 'logout', 'login', 'trial_extension', 'feature_click', 'logout', 'checkout_start', 'feature_click', 'login', 'checkout_start', 'logout', 'feature_click', 'login']",login,logout,5.0,2,1
5807d473-a426-46c3-93b1-47cbb682fed9,"['feature_click', 'login', 'payment_success', 'trial_extension', 'feature_click', 'logout', 'checkout_start', 'payment_success', 'login', 'payment_success', 'trial_extension', 'logout', 'feature_click', 'feature_click', 'logout', 'checkout_start', 'feature_click', 'logout', 'checkout_start', 'logout', 'feature_click', 'trial_extension', 'logout', 'feature_click', 'trial_extension', 'payment_success', 'logout', 'trial_extension']",feature_click,login,2.0,4,1
5d58e17b-ca00-4266-aef4-f0050fb236b0,"['feature_click', 'trial_extension', 'checkout_start', 'feature_click', 'trial_extension', 'feature_click', 'feature_click', 'trial_extension', 'trial_extension', 'trial_extension', 'feature_click', 'feature_click', 'feature_click', 'logout', 'logout', 'logout', 'logout', 'payment_success', 'checkout_start', 'trial_extension', 'trial_extension', 'trial_extension', 'login', 'logout', 'payment_success', 'checkout_start', 'payment_success', 'feature_click', 'feature_click', 'checkout_start', 'payment_success', 'logout', 'feature_click', 'payment_success', 'checkout_start']",feature_click,logout,17.0,5,3
6013855f-f99f-46b7-a5d6-25fa6d1536cb,"['checkout_start', 'logout', 'logout', 'trial_extension', 'login', 'payment_success', 'logout', 'login', 'checkout_start', 'payment_success', 'logout', 'logout', 'login', 'logout', 'login', 'feature_click', 'checkout_start', 'feature_click', 'payment_success', 'feature_click', 'trial_extension', 'login', 'login', 'login', 'checkout_start', 'login', 'feature_click']",checkout_start,login,5.0,3,1
60d82608-5860-4066-bff0-55d3e35793ee,"['trial_extension', 'feature_click', 'checkout_start', 'feature_click', 'logout', 'feature_click', 'trial_extension', 'login', 'feature_click', 'checkout_start', 'checkout_start', 'checkout_start', 'feature_click', 'login', 'feature_click', 'checkout_start', 'logout', 'logout', 'feature_click', 'feature_click', 'payment_success', 'login', 'checkout_start', 'login', 'checkout_start', 'login', 'trial_extension', 'trial_extension']",trial_extension,feature_click,20.0,1,3
66ece46c-47f7-45e5-b601-0ca162a96a9f,"['payment_success', 'checkout_start', 'feature_click', 'feature_click', 'logout', 'feature_click', 'trial_extension', 'checkout_start', 'login', 'feature_click', 'logout', 'login', 'trial_extension', 'trial_extension', 'trial_extension', 'login', 'checkout_start', 'trial_extension', 'login', 'feature_click', 'trial_extension', 'payment_success', 'checkout_start', 'feature_click']",payment_success,,0.0,2,0
6ad5e87b-3885-4209-9141-08fc2b6574d6,"['trial_extension', 'feature_click', 'feature_click', 'feature_click', 'trial_extension', 'login', 'checkout_start', 'checkout_start', 'logout', 'trial_extension', 'logout', 'login', 'checkout_start', 'payment_success', 'payment_success', 'feature_click', 'feature_click', 'trial_extension', 'logout', 'payment_success', 'payment_success', 'feature_click', 'trial_extension', 'checkout_start', 'login']",trial_extension,checkout_start,13.0,4,2
7183f84f-a077-4c8b-b838-fde35379afb7,"['payment_success', 'login', 'login', 'logout', 'login', 'feature_click', 'trial_extension', 'login', 'login', 'checkout_start', 'checkout_start', 'logout', 'logout', 'feature_click', 'payment_success', 'checkout_start', 'feature_click', 'payment_success', 'payment_success', 'feature_click', 'logout', 'logout', 'trial_extension', 'payment_success', 'payment_success', 'trial_extension', 'payment_success', 'payment_success', 'trial_extension', 'login', 'logout', 'logout', 'payment_success', 'login']",payment_success,,0.0,9,0
722ea163-6e9a-4961-a1e8-68b152ff32ea,"['feature_click', 'checkout_start', 'logout', 'payment_success', 'login', 'login', 'logout', 'payment_success', 'payment_success', 'trial_extension', 'trial_extension', 'logout', 'feature_click', 'logout', 'checkout_start', 'logout', 'login', 'feature_click', 'payment_success', 'payment_success', 'trial_extension', 'logout', 'payment_success', 'checkout_start']",feature_click,logout,3.0,6,1
7c2a5c2f-6648-44f0-91fb-a84a9524f517,"['checkout_start', 'logout', 'trial_extension', 'trial_extension', 'logout', 'logout', 'logout', 'payment_success', 'feature_click', 'login', 'trial_extension', 'feature_click', 'trial_extension', 'trial_extension', 'logout', 'feature_click', 'checkout_start', 'logout', 'checkout_start', 'payment_success', 'feature_click', 'payment_success', 'logout', 'checkout_start', 'logout', 'login', 'checkout_start', 'logout', 'trial_extension', 'trial_extension', 'checkout_start', 'payment_success']",checkout_start,logout,7.0,4,2
7dc4e7af-fd86-4595-9469-09156e4c1144,"['logout', 'logout', 'login', 'payment_success', 'payment_success', 'feature_click', 'trial_extension', 'checkout_start', 'payment_success', 'checkout_start', 'checkout_start', 'checkout_start', 'logout', 'checkout_start', 'login', 'payment_success', 'logout', 'checkout_start', 'logout', 'payment_success', 'login']",logout,login,3.0,5,1
84b54c39-bfef-4ca8-88d7-96e66d278051,"['feature_click', 'trial_extension', 'trial_extension', 'feature_click', 'logout', 'logout', 'payment_success', 'logout', 'trial_extension', 'trial_extension', 'logout', 'feature_click', 'logout', 'checkout_start', 'checkout_start', 'feature_click', 'checkout_start', 'trial_extension', 'logout', 'trial_extension', 'trial_extension', 'checkout_start', 'payment_success', 'logout', 'payment_success', 'login', 'feature_click', 'checkout_start', 'login', 'checkout_start', 'logout', 'login']",feature_click,logout,6.0,3,1
871c7489-37e1-456f-a212-b34ed15e0383,"['login', 'trial_extension', 'trial_extension', 'login', 'feature_click', 'logout', 'feature_click', 'feature_click', 'logout', 'login', 'checkout_start', 'payment_success', 'logout', 'payment_success', 'checkout_start', 'logout', 'checkout_start', 'login', 'payment_success', 'login', 'login', 'trial_extension', 'payment_success', 'feature_click']",login,checkout_start,11.0,4,2
87eed6d8-591b-4806-9457-501bc90ef72f,"['login', 'trial_extension', 'checkout_start', 'logout', 'payment_success', 'checkout_start', 'checkout_start', 'checkout_start', 'trial_extension', 'payment_success', 'login', 'logout', 'payment_success', 'login', 'checkout_start', 'login', 'feature_click', 'login', 'login', 'checkout_start', 'trial_extension', 'login', 'logout', 'trial_extension', 'login', 'feature_click', 'payment_success', 'logout', 'checkout_start']",login,logout,4.0,4,1
892bd7d9-620d-482b-b25f-5652aa9d65ab,"['feature_click', 'logout', 'checkout_start', 'checkout_start', 'login', 'logout', 'checkout_start', 'logout', 'feature_click', 'feature_click', 'checkout_start', 'logout', 'checkout_start', 'feature_click', 'payment_success', 'login', 'trial_extension', 'logout', 'feature_click', 'payment_success', 'feature_click', 'checkout_start', 'feature_click', 'payment_success', 'feature_click', 'feature_click', 'login', 'checkout_start', 'trial_extension', 'payment_success', 'feature_click']",feature_click,feature_click,14.0,4,3
896a54c4-63ec-4091-8215-dc1529bc4e9a,"['checkout_start', 'payment_success', 'feature_click', 'logout', 'login', 'feature_click', 'feature_click', 'trial_extension', 'login', 'feature_click', 'feature_click', 'payment_success', 'feature_click', 'checkout_start', 'payment_success', 'feature_click', 'trial_extension', 'payment_success', 'payment_success', 'trial_extension', 'feature_click', 'trial_extension', 'payment_success', 'payment_success', 'checkout_start', 'login', 'payment_success', 'login', 'payment_success', 'trial_extension', 'payment_success']",checkout_start,checkout_start,1.0,10,0
8c9bc24a-93b4-4c15-969e-8c0fcf081067,"['checkout_start', 'trial_extension', 'checkout_start', 'logout', 'trial_extension', 'trial_extension', 'trial_extension', 'logout', 'payment_success', 'feature_click', 'login', 'login', 'payment_success', 'login', 'logout', 'login', 'logout', 'trial_extension', 'feature_click', 'feature_click', 'logout', 'login', 'logout', 'checkout_start', 'logout', 'feature_click', 'trial_extension', 'login', 'checkout_start']",checkout_start,logout,8.0,2,2
8f67212d-4849-4d0c-a322-7ff3f36f0d8e,"['login', 'logout', 'trial_extension', 'checkout_start', 'logout', 'login', 'checkout_start', 'login', 'checkout_start', 'trial_extension', 'trial_extension', 'checkout_start', 'login', 'payment_success', 'payment_success', 'trial_extension', 'trial_extension', 'login', 'trial_extension', 'payment_success', 'checkout_start', 'trial_extension', 'payment_success', 'feature_click', 'checkout_start', 'checkout_start']",login,login,13.0,4,2
916f3458-fe95-4056-9a62-ff586522c10e,"['payment_success', 'logout', 'logout', 'login', 'payment_success', 'login', 'login', 'payment_success', 'checkout_start', 'logout', 'checkout_start', 'feature_click', 'feature_click', 'trial_extension', 'trial_extension', 'logout', 'payment_success', 'feature_click', 'payment_success', 'payment_success', 'payment_success', 'feature_click', 'checkout_start', 'logout', 'checkout_start', 'logout', 'checkout_start', 'login', 'logout', 'payment_success', 'feature_click', 'login', 'login']",payment_success,,0.0,8,0
928097e3-8a32-481e-8b47-29e5b56ab285,"['checkout_start', 'logout', 'trial_extension', 'checkout_start', 'login', 'login', 'payment_success', 'login', 'feature_click', 'checkout_start', 'trial_extension', 'checkout_start', 'checkout_start', 'feature_click', 'logout', 'trial_extension', 'feature_click', 'logout', 'feature_click', 'feature_click', 'logout', 'logout', 'trial_extension', 'payment_success', 'trial_extension', 'payment_success', 'feature_click', 'trial_extension', 'feature_click', 'feature_click', 'trial_extension']",checkout_start,login,6.0,3,1
9555e2c4-6bab-44d0-aa72-a64cf3570002,"['checkout_start', 'login', 'payment_success', 'login', 'feature_click', 'trial_extension', 'checkout_start', 'feature_click', 'login', 'trial_extension', 'login', 'payment_success', 'trial_extension', 'login', 'payment_success', 'trial_extension', 'trial_extension', 'logout', 'checkout_start', 'payment_success', 'checkout_start', 'trial_extension', 'logout', 'checkout_start', 'logout', 'login', 'trial_extension', 'logout', 'login', 'trial_extension', 'logout', 'feature_click', 'login']",checkout_start,login,2.0,4,1
95d2ff24-108d-4d0d-af65-6195ab0dc827,"['logout', 'checkout_start', 'trial_extension', 'checkout_start', 'checkout_start', 'logout', 'logout', 'login', 'payment_success', 'feature_click', 'payment_success', 'trial_extension', 'login', 'checkout_start', 'feature_click', 'login', 'trial_extension', 'feature_click', 'feature_click', 'logout', 'trial_extension', 'login', 'logout', 'feature_click', 'login', 'login', 'payment_success', 'login', 'trial_extension', 'checkout_start', 'checkout_start', 'payment_success', 'logout', 'login']",logout,login,8.0,4,1
9727faf9-d887-4f43-9b64-46cf8ba70a39,"['feature_click', 'feature_click', 'checkout_start', 'trial_extension', 'checkout_start', 'payment_success', 'logout', 'login', 'payment_success', 'logout', 'logout', 'checkout_start', 'trial_extension', 'login', 'payment_success', 'feature_click', 'logout', 'logout', 'checkout_start', 'checkout_start', 'trial_extension', 'feature_click', 'trial_extension', 'trial_extension', 'checkout_start', 'feature_click', 'payment_success']",feature_click,checkout_start,5.0,4,1
