user_id,event_sequence,steps_before_first_payment,total_payment_success,total_days,purchase_intented_event_days,segment_rf,plan_type__Free,plan_type__Pro,country__Germany,country__Turkey,country__UK,country__USA,device_type__Mobile,industry__Education,industry__Healthcare,industry__SaaS
1d32b55c-4620-4831-ad0b-6872774f339b,"['login', 'login', 'payment_success', 'logout', 'feature_click', 'payment_success', 'feature_click', 'payment_success', 'trial_extension', 'feature_click', 'feature_click', 'logout', 'login', 'feature_click', 'login', 'feature_click', 'checkout_start', 'trial_extension', 'feature_click', 'feature_click', 'payment_success', 'payment_success', 'payment_success', 'checkout_start', 'logout', 'feature_click', 'payment_success', 'login', 'trial_extension', 'logout', 'login', 'trial_extension']",2.0,7,7,5,champions_rf,False,True,False,False,False,False,True,False,False,True
1f9d4d16-3257-442f-8fb1-6d426d54607f,"['payment_success', 'trial_extension', 'login', 'checkout_start', 'trial_extension', 'checkout_start', 'payment_success', 'trial_extension', 'feature_click', 'feature_click', 'trial_extension', 'login', 'feature_click', 'login', 'checkout_start', 'payment_success', 'logout', 'login', 'logout', 'logout', 'payment_success', 'trial_extension']",0.0,4,8,5,potential_loyalists_rf,False,False,False,False,True,False,True,False,False,False
20b116bd-8295-4845-929b-31ebc5e3559f,"['checkout_start', 'logout', 'payment_success', 'trial_extension', 'login', 'trial_extension', 'payment_success', 'feature_click', 'payment_success', 'checkout_start', 'logout', 'payment_success', 'login', 'trial_extension', 'login', 'trial_extension', 'login', 'payment_success', 'checkout_start', 'logout', 'login', 'payment_success', 'checkout_start', 'login', 'trial_extension', 'checkout_start', 'trial_extension', 'login']",2.0,6,7,5,at_risk_rf,False,False,False,True,False,False,False,False,True,False
252d0091-bae4-4c5b-9caf-17cec47c4485,"['feature_click', 'checkout_start', 'trial_extension', 'trial_extension', 'trial_extension', 'logout', 'login', 'feature_click', 'login', 'payment_success', 'trial_extension', 'trial_extension', 'login', 'login', 'login', 'logout', 'login', 'login', 'checkout_start', 'checkout_start', 'feature_click', 'login', 'payment_success', 'trial_extension', 'payment_success', 'logout', 'checkout_start', 'login', 'logout', 'trial_extension', 'trial_extension', 'logout', 'payment_success']",9.0,4,8,6,potential_loyalists_rf,False,False,False,False,True,False,False,True,False,False
29540d3c-9d45-4575-ad9d-3b9c3b52b12e,"['payment_success', 'login', 'logout', 'trial_extension', 'feature_click', 'payment_success', 'payment_success', 'payment_success', 'trial_extension', 'checkout_start', 'payment_success', 'feature_click', 'payment_success', 'payment_success', 'payment_success', 'payment_success', 'checkout_start', 'trial_extension', 'feature_click', 'feature_click', 'checkout_start', 'payment_success', 'checkout_start', 'login', 'payment_success', 'payment_success', 'checkout_start', 'logout', 'checkout_start', 'feature_click', 'payment_success']",0.0,13,7,7,loyal_customers_rf,False,False,False,False,True,False,True,False,True,False
2b303091-c374-481c-8b30-04070f6ae88a,"['trial_extension', 'trial_extension', 'logout', 'payment_success', 'logout', 'login', 'checkout_start', 'trial_extension', 'checkout_start', 'trial_extension', 'checkout_start', 'payment_success', 'feature_click', 'payment_success', 'checkout_start', 'trial_extension', 'login', 'trial_extension', 'login', 'payment_success', 'logout', 'login', 'login', 'feature_click', 'checkout_start', 'checkout_start', 'payment_success', 'payment_success', 'checkout_start', 'feature_click', 'logout', 'feature_click', 'feature_click']",3.0,6,8,7,at_risk_rf,True,False,False,True,False,False,False,False,False,True
2bb0316b-3161-46c5-9626-153266e61d7c,"['payment_success', 'login', 'logout', 'trial_extension', 'trial_extension', 'payment_success', 'payment_success', 'trial_extension', 'trial_extension', 'feature_click', 'payment_success', 'login', 'login', 'login', 'checkout_start', 'checkout_start', 'payment_success', 'checkout_start', 'checkout_start', 'logout', 'login', 'trial_extension', 'checkout_start', 'login', 'trial_extension', 'checkout_start', 'logout', 'payment_success', 'login', 'trial_extension', 'payment_success']",0.0,7,8,7,cant_loose_rf,True,False,True,False,False,False,False,False,False,False
2cc5e8fb-5e56-4d32-8555-8e0a982eed4a,"['payment_success', 'payment_success', 'checkout_start', 'logout', 'trial_extension', 'payment_success', 'trial_extension', 'checkout_start', 'feature_click', 'trial_extension', 'feature_click', 'logout', 'login', 'payment_success', 'payment_success', 'trial_extension', 'trial_extension', 'checkout_start', 'login', 'trial_extension', 'logout', 'checkout_start', 'logout', 'trial_extension', 'login', 'checkout_start', 'logout', 'logout', 'checkout_start']",0.0,5,8,8,potential_loyalists_rf,True,False,False,False,True,False,False,False,False,True
2d9ca1db-1d0e-498f-ac32-72c9c860cf48,"['checkout_start', 'feature_click', 'trial_extension', 'trial_extension', 'payment_success', 'feature_click', 'logout', 'payment_success', 'payment_success', 'payment_success', 'payment_success', 'checkout_start', 'checkout_start', 'logout', 'login', 'checkout_start', 'payment_success', 'logout', 'logout', 'login', 'checkout_start', 'payment_success', 'logout', 'logout', 'checkout_start', 'login', 'payment_success', 'checkout_start', 'logout', 'payment_success']",4.0,9,8,8,loyal_customers_rf,True,False,False,True,False,False,True,False,True,False
30cf79f2-0dc6-4b98-b677-d9937e163757,"['logout', 'feature_click', 'feature_click', 'checkout_start', 'feature_click', 'checkout_start', 'logout', 'checkout_start', 'login', 'trial_extension', 'login', 'feature_click', 'login', 'payment_success', 'feature_click', 'feature_click', 'payment_success', 'trial_extension', 'payment_success', 'login', 'trial_extension', 'checkout_start', 'payment_success', 'checkout_start', 'payment_success', 'checkout_start', 'login', 'checkout_start', 'payment_success', 'trial_extension', 'checkout_start', 'feature_click', 'login', 'login', 'trial_extension', 'login', 'trial_extension', 'feature_click']",13.0,6,8,5,at_risk_rf,True,False,False,False,False,False,False,False,False,True
330f2800-9930-4a2f-a38c-1906bbd1be63,"['logout', 'logout', 'login', 'payment_success', 'checkout_start', 'logout', 'payment_success', 'login', 'logout', 'login', 'logout', 'logout', 'trial_extension', 'logout', 'trial_extension', 'feature_click', 'feature_click', 'logout', 'feature_click', 'login', 'checkout_start', 'logout', 'login', 'logout', 'checkout_start', 'feature_click']",3.0,2,7,4,promising_rf,False,True,False,True,False,False,False,True,False,False
37315586-6747-4190-b80d-c267479e9383,"['feature_click', 'login', 'feature_click', 'feature_click', 'payment_success', 'payment_success', 'trial_extension', 'login', 'feature_click', 'login', 'payment_success', 'login', 'payment_success', 'logout', 'feature_click', 'login', 'feature_click', 'logout', 'login', 'trial_extension', 'logout', 'trial_extension', 'login', 'checkout_start', 'checkout_start']",4.0,4,8,5,hibernating_rf,True,False,False,True,False,False,True,False,False,True
3814ded4-9cbd-41a7-b5a2-e2000c8660ba,"['feature_click', 'login', 'logout', 'checkout_start', 'trial_extension', 'trial_extension', 'login', 'login', 'logout', 'feature_click', 'checkout_start', 'login', 'login', 'logout', 'trial_extension', 'trial_extension', 'feature_click', 'feature_click', 'logout', 'trial_extension', 'payment_success', 'feature_click', 'payment_success', 'feature_click', 'logout']",20.0,2,8,4,hibernating_rf,False,False,False,False,True,False,True,False,False,True
39c1074a-af14-4aa5-8860-208682855fcd,"['logout', 'checkout_start', 'logout', 'login', 'login', 'checkout_start', 'logout', 'checkout_start', 'payment_success', 'checkout_start', 'login', 'checkout_start', 'trial_extension', 'feature_click', 'checkout_start', 'checkout_start', 'trial_extension', 'logout', 'payment_success', 'checkout_start', 'trial_extension', 'payment_success', 'feature_click', 'login', 'payment_success', 'login', 'login', 'logout', 'trial_extension', 'payment_success', 'trial_extension']",8.0,5,8,6,potential_loyalists_rf,True,False,False,False,False,True,True,False,True,False
4386cf87-24eb-4448-a2bb-265a39c9261a,"['logout', 'checkout_start', 'trial_extension', 'payment_success', 'feature_click', 'checkout_start', 'logout', 'feature_click', 'logout', 'payment_success', 'checkout_start', 'checkout_start', 'trial_extension', 'feature_click', 'feature_click', 'checkout_start', 'feature_click', 'feature_click', 'login', 'login', 'checkout_start', 'trial_extension', 'login', 'login', 'checkout_start', 'feature_click']",3.0,2,8,6,promising_rf,True,False,False,True,False,False,True,False,False,False
47bea422-c405-4600-922a-e576f4dc44c7,"['checkout_start', 'feature_click', 'trial_extension', 'feature_click', 'payment_success', 'trial_extension', 'trial_extension', 'payment_success', 'feature_click', 'checkout_start', 'feature_click', 'feature_click', 'feature_click', 'payment_success', 'logout', 'trial_extension', 'checkout_start', 'checkout_start', 'login', 'login', 'login', 'checkout_start', 'feature_click', 'payment_success', 'logout', 'trial_extension', 'checkout_start', 'login', 'payment_success', 'login']",4.0,5,7,7,at_risk_rf,True,False,False,False,False,True,True,False,False,True
49e52a0a-916b-4a26-9184-e84e3da946ce,"['login', 'payment_success', 'login', 'logout', 'feature_click', 'payment_success', 'feature_click', 'feature_click', 'checkout_start', 'feature_click', 'logout', 'login', 'trial_extension', 'feature_click', 'payment_success', 'trial_extension', 'checkout_start', 'payment_success', 'trial_extension', 'payment_success', 'payment_success', 'login', 'feature_click', 'feature_click', 'trial_extension', 'trial_extension', 'logout']",1.0,6,8,4,loyal_customers_rf,True,False,False,False,False,False,True,False,False,True
4ae0e3b1-b975-4aaa-8577-e24c0b776522,"['payment_success', 'payment_success', 'logout', 'logout', 'logout', 'trial_extension', 'logout', 'feature_click', 'trial_extension', 'payment_success', 'trial_extension', 'checkout_start', 'feature_click', 'checkout_start', 'payment_success', 'trial_extension', 'trial_extension', 'payment_success', 'login', 'payment_success', 'feature_click', 'feature_click', 'payment_success', 'login', 'feature_click', 'payment_success', 'login', 'checkout_start', 'trial_extension', 'login', 'payment_success', 'login', 'login', 'trial_extension', 'trial_extension']",0.0,9,8,6,champions_rf,True,False,False,False,False,False,True,False,True,False
4d07c71d-bf62-45e6-ae2e-c1e7ef17d22c,"['logout', 'login', 'payment_success', 'feature_click', 'logout', 'trial_extension', 'payment_success', 'feature_click', 'logout', 'login', 'feature_click', 'checkout_start', 'feature_click', 'trial_extension', 'feature_click', 'checkout_start', 'feature_click', 'login', 'feature_click', 'trial_extension', 'trial_extension', 'payment_success', 'logout', 'trial_extension', 'logout', 'payment_success']",2.0,4,8,6,about_to_sleep_rf,False,True,False,False,True,False,False,False,False,True
521cf522-51c0-4f32-9f3b-2f1dd3d80390,"['checkout_start', 'checkout_start', 'feature_click', 'checkout_start', 'trial_extension', 'feature_click', 'logout', 'feature_click', 'logout', 'logout', 'trial_extension', 'trial_extension', 'logout', 'logout', 'checkout_start', 'feature_click', 'payment_success', 'logout', 'logout', 'trial_extension', 'payment_success', 'payment_success', 'login']",16.0,3,8,4,promising_rf,False,True,False,False,False,False,False,False,False,True
52b55b5b-c36f-4502-be55-1a653487172c,"['checkout_start', 'payment_success', 'login', 'logout', 'feature_click', 'payment_success', 'feature_click', 'login', 'logout', 'feature_click', 'trial_extension', 'payment_success', 'login', 'checkout_start', 'checkout_start', 'checkout_start', 'payment_success', 'feature_click', 'payment_success', 'trial_extension', 'checkout_start', 'logout', 'payment_success', 'trial_extension']",1.0,6,8,7,at_risk_rf,True,False,False,False,True,False,False,False,False,True
55ff421e-0ac4-4fe0-a4de-0dc899acf8f7,"['login', 'logout', 'feature_click', 'trial_extension', 'logout', 'payment_success', 'checkout_start', 'checkout_start', 'login', 'trial_extension', 'login', 'payment_success', 'trial_extension', 'trial_extension', 'checkout_start', 'feature_click', 'login', 'login', 'trial_extension', 'logout', 'login', 'trial_extension', 'feature_click', 'logout', 'checkout_start', 'feature_click', 'login', 'checkout_start', 'logout', 'feature_click', 'login']",5.0,2,8,3,promising_rf,True,False,True,False,False,False,True,False,False,False
5807d473-a426-46c3-93b1-47cbb682fed9,"['feature_click', 'login', 'payment_success', 'trial_extension', 'feature_click', 'logout', 'checkout_start', 'payment_success', 'login', 'payment_success', 'trial_extension', 'logout', 'feature_click', 'feature_click', 'logout', 'checkout_start', 'feature_click', 'logout', 'checkout_start', 'logout', 'feature_click', 'trial_extension', 'logout', 'feature_click', 'trial_extension', 'payment_success', 'logout', 'trial_extension']",2.0,4,8,6,about_to_sleep_rf,False,False,False,True,False,False,True,False,False,True
5d58e17b-ca00-4266-aef4-f0050fb236b0,"['feature_click', 'trial_extension', 'checkout_start', 'feature_click', 'trial_extension', 'feature_click', 'feature_click', 'trial_extension', 'trial_extension', 'trial_extension', 'feature_click', 'feature_click', 'feature_click', 'logout', 'logout', 'logout', 'logout', 'payment_success', 'checkout_start', 'trial_extension', 'trial_extension', 'trial_extension', 'login', 'logout', 'payment_success', 'checkout_start', 'payment_success', 'feature_click', 'feature_click', 'checkout_start', 'payment_success', 'logout', 'feature_click', 'payment_success', 'checkout_start']",17.0,5,8,5,at_risk_rf,True,False,False,False,False,False,True,False,True,False
6013855f-f99f-46b7-a5d6-25fa6d1536cb,"['checkout_start', 'logout', 'logout', 'trial_extension', 'login', 'payment_success', 'logout', 'login', 'checkout_start', 'payment_success', 'logout', 'logout', 'login', 'logout', 'login', 'feature_click', 'checkout_start', 'feature_click', 'payment_success', 'feature_click', 'trial_extension', 'login', 'login', 'login', 'checkout_start', 'login', 'feature_click']",5.0,3,8,6,new_customers_rf,False,True,False,False,False,False,True,False,False,True
60d82608-5860-4066-bff0-55d3e35793ee,"['trial_extension', 'feature_click', 'checkout_start', 'feature_click', 'logout', 'feature_click', 'trial_extension', 'login', 'feature_click', 'checkout_start', 'checkout_start', 'checkout_start', 'feature_click', 'login', 'feature_click', 'checkout_start', 'logout', 'logout', 'feature_click', 'feature_click', 'payment_success', 'login', 'checkout_start', 'login', 'checkout_start', 'login', 'trial_extension', 'trial_extension']",20.0,1,8,4,hibernating_rf,True,False,True,False,False,False,False,True,False,False
66ece46c-47f7-45e5-b601-0ca162a96a9f,"['payment_success', 'checkout_start', 'feature_click', 'feature_click', 'logout', 'feature_click', 'trial_extension', 'checkout_start', 'login', 'feature_click', 'logout', 'login', 'trial_extension', 'trial_extension', 'trial_extension', 'login', 'checkout_start', 'trial_extension', 'login', 'feature_click', 'trial_extension', 'payment_success', 'checkout_start', 'feature_click']",0.0,2,8,5,hibernating_rf,False,True,False,False,False,False,True,False,False,False
6ad5e87b-3885-4209-9141-08fc2b6574d6,"['trial_extension', 'feature_click', 'feature_click', 'feature_click', 'trial_extension', 'login', 'checkout_start', 'checkout_start', 'logout', 'trial_extension', 'logout', 'login', 'checkout_start', 'payment_success', 'payment_success', 'feature_click', 'feature_click', 'trial_extension', 'logout', 'payment_success', 'payment_success', 'feature_click', 'trial_extension', 'checkout_start', 'login']",13.0,4,7,5,about_to_sleep_rf,False,True,False,False,True,False,True,False,False,False
7183f84f-a077-4c8b-b838-fde35379afb7,"['payment_success', 'login', 'login', 'logout', 'login', 'feature_click', 'trial_extension', 'login', 'login', 'checkout_start', 'checkout_start', 'logout', 'logout', 'feature_click', 'payment_success', 'checkout_start', 'feature_click', 'payment_success', 'payment_success', 'feature_click', 'logout', 'logout', 'trial_extension', 'payment_success', 'payment_success', 'trial_extension', 'payment_success', 'payment_success', 'trial_extension', 'login', 'logout', 'logout', 'payment_success', 'login']",0.0,9,8,6,champions_rf,False,False,False,False,False,True,False,False,False,False
722ea163-6e9a-4961-a1e8-68b152ff32ea,"['feature_click', 'checkout_start', 'logout', 'payment_success', 'login', 'login', 'logout', 'payment_success', 'payment_success', 'trial_extension', 'trial_extension', 'logout', 'feature_click', 'logout', 'checkout_start', 'logout', 'login', 'feature_click', 'payment_success', 'payment_success', 'trial_extension', 'logout', 'payment_success', 'checkout_start']",3.0,6,8,6,loyal_customers_rf,False,False,False,False,False,True,False,False,False,True
7c2a5c2f-6648-44f0-91fb-a84a9524f517,"['checkout_start', 'logout', 'trial_extension', 'trial_extension', 'logout', 'logout', 'logout', 'payment_success', 'feature_click', 'login', 'trial_extension', 'feature_click', 'trial_extension', 'trial_extension', 'logout', 'feature_click', 'checkout_start', 'logout', 'checkout_start', 'payment_success', 'feature_click', 'payment_success', 'logout', 'checkout_start', 'logout', 'login', 'checkout_start', 'logout', 'trial_extension', 'trial_extension', 'checkout_start', 'payment_success']",7.0,4,8,6,hibernating_rf,False,False,False,True,False,False,False,False,False,True
7dc4e7af-fd86-4595-9469-09156e4c1144,"['logout', 'logout', 'login', 'payment_success', 'payment_success', 'feature_click', 'trial_extension', 'checkout_start', 'payment_success', 'checkout_start', 'checkout_start', 'checkout_start', 'logout', 'checkout_start', 'login', 'payment_success', 'logout', 'checkout_start', 'logout', 'payment_success', 'login']",3.0,5,8,5,potential_loyalists_rf,True,False,False,False,False,False,False,False,False,True
84b54c39-bfef-4ca8-88d7-96e66d278051,"['feature_click', 'trial_extension', 'trial_extension', 'feature_click', 'logout', 'logout', 'payment_success', 'logout', 'trial_extension', 'trial_extension', 'logout', 'feature_click', 'logout', 'checkout_start', 'checkout_start', 'feature_click', 'checkout_start', 'trial_extension', 'logout', 'trial_extension', 'trial_extension', 'checkout_start', 'payment_success', 'logout', 'payment_success', 'login', 'feature_click', 'checkout_start', 'login', 'checkout_start', 'logout', 'login']",6.0,3,8,5,hibernating_rf,True,False,False,True,False,False,True,False,False,True
871c7489-37e1-456f-a212-b34ed15e0383,"['login', 'trial_extension', 'trial_extension', 'login', 'feature_click', 'logout', 'feature_click', 'feature_click', 'logout', 'login', 'checkout_start', 'payment_success', 'logout', 'payment_success', 'checkout_start', 'logout', 'checkout_start', 'login', 'payment_success', 'login', 'login', 'trial_extension', 'payment_success', 'feature_click']",11.0,4,8,3,about_to_sleep_rf,False,True,False,False,True,False,True,True,False,False
87eed6d8-591b-4806-9457-501bc90ef72f,"['login', 'trial_extension', 'checkout_start', 'logout', 'payment_success', 'checkout_start', 'checkout_start', 'checkout_start', 'trial_extension', 'payment_success', 'login', 'logout', 'payment_success', 'login', 'checkout_start', 'login', 'feature_click', 'login', 'login', 'checkout_start', 'trial_extension', 'login', 'logout', 'trial_extension', 'login', 'feature_click', 'payment_success', 'logout', 'checkout_start']",4.0,4,7,5,potential_loyalists_rf,True,False,True,False,False,False,True,False,False,True
892bd7d9-620d-482b-b25f-5652aa9d65ab,"['feature_click', 'logout', 'checkout_start', 'checkout_start', 'login', 'logout', 'checkout_start', 'logout', 'feature_click', 'feature_click', 'checkout_start', 'logout', 'checkout_start', 'feature_click', 'payment_success', 'login', 'trial_extension', 'logout', 'feature_click', 'payment_success', 'feature_click', 'checkout_start', 'feature_click', 'payment_success', 'feature_click', 'feature_click', 'login', 'checkout_start', 'trial_extension', 'payment_success', 'feature_click']",14.0,4,8,6,hibernating_rf,False,True,True,False,False,False,False,False,True,False
896a54c4-63ec-4091-8215-dc1529bc4e9a,"['checkout_start', 'payment_success', 'feature_click', 'logout', 'login', 'feature_click', 'feature_click', 'trial_extension', 'login', 'feature_click', 'feature_click', 'payment_success', 'feature_click', 'checkout_start', 'payment_success', 'feature_click', 'trial_extension', 'payment_success', 'payment_success', 'trial_extension', 'feature_click', 'trial_extension', 'payment_success', 'payment_success', 'checkout_start', 'login', 'payment_success', 'login', 'payment_success', 'trial_extension', 'payment_success']",1.0,10,8,7,champions_rf,False,True,False,False,False,True,True,False,False,True
8c9bc24a-93b4-4c15-969e-8c0fcf081067,"['checkout_start', 'trial_extension', 'checkout_start', 'logout', 'trial_extension', 'trial_extension', 'trial_extension', 'logout', 'payment_success', 'feature_click', 'login', 'login', 'payment_success', 'login', 'logout', 'login', 'logout', 'trial_extension', 'feature_click', 'feature_click', 'logout', 'login', 'logout', 'checkout_start', 'logout', 'feature_click', 'trial_extension', 'login', 'checkout_start']",8.0,2,8,5,hibernating_rf,False,False,False,False,True,False,False,False,True,False
